width 2048
height 1536

1521	1524
1524	1523
1525	1527
1522	1528

1813	1522
1822	1519
1825	1524
1819	1529

1197	1516
1199	1520
1195	1521

1541	1512
1545	1512

171	1512
168	1513
170	1515

1401	1510
1409	1509
1414	1513
1415	1525
1412	1528
1407	1526
1406	1519
1400	1515

1928	1509
1934	1505
1944	1505
1947	1513
1934	1517

1844	1503
1848	1506
1849	1512
1842	1522
1838	1522
1834	1518
1836	1508

1986	1500
1990	1500

1971	1496
1975	1500
1973	1506
1968	1504

1402	1499
1404	1496
1407	1498
1404	1501

1372	1495
1370	1499
1358	1500
1351	1509
1348	1507
1355	1492
1364	1490

808	1496
813	1490
820	1493
818	1497

1243	1489
1248	1489

704	1484
709	1481
724	1492
719	1497
711	1496
705	1492

688	1479
695	1483
692	1488
686	1484

1390	1482
1394	1478
1400	1482
1396	1486

1928	1477
1930	1481
1926	1491
1922	1493
1916	1481

776	1480
780	1476
787	1476
791	1485
785	1489

150	1482
157	1475
167	1475
171	1478
166	1484

138	1475
142	1477
140	1485
145	1492
142	1495
136	1494
128	1484
131	1478

245	1468
252	1471
252	1480
248	1483
239	1477
239	1472

1835	1466
1840	1471
1838	1476
1833	1470

1538	1467
1535	1471
1524	1471
1529	1466

1610	1463
1614	1465
1613	1475
1609	1472

680	1465
683	1463
686	1468

268	1468
272	1462
279	1464
275	1471

1936	1463
1940	1460
1945	1466
1957	1464
1964	1467
1967	1472
1960	1478
1945	1480
1939	1474

1589	1453
1596	1454
1606	1463
1606	1468
1596	1476
1589	1472

1982	1452
1987	1455
1989	1463
1984	1468
1978	1468
1975	1465
1975	1458

1475	1454
1478	1455

694	1457
701	1452
711	1455
713	1460
708	1466
698	1469
694	1465

1629	1451
1630	1456
1627	1454

1497	1451
1501	1450
1504	1453
1500	1455

1837	1448
1839	1453
1831	1457
1829	1451

747	1448
754	1455
750	1462
749	1475
745	1480
736	1483
731	1473
725	1470
724	1464
733	1457
744	1460
745	1457
739	1450

1879	1448
1876	1454
1867	1456
1864	1453
1873	1445

49	1445
52	1447
50	1451
46	1448

1917	1446
1918	1449
1914	1453
1904	1454
1907	1446

149	1444
151	1449
144	1457
142	1446

1490	1439
1493	1452
1489	1462
1480	1470
1472	1468
1463	1474
1461	1469
1464	1457

262	1442
267	1439
272	1447
267	1448

218	1439
228	1444
221	1458
208	1453
210	1446

1131	1436
1135	1440
1132	1445
1128	1442

1440	1436
1444	1435
1445	1438
1442	1439

867	1435
868	1441
860	1447
860	1439

1399	1434
1401	1436
1398	1440
1395	1437

161	1435
166	1435

78	1432
81	1431
83	1434
80	1436

44	1426
46	1438
42	1443
38	1443
35	1440
37	1431

107	1424
119	1430
122	1440
118	1446
115	1444
115	1435
100	1435

792	1423
796	1427
794	1436
791	1435
789	1427

656	1423
663	1428
658	1436
652	1431

176	1423
179	1424

140	1424
145	1422
148	1427
145	1429

133	1422
136	1423

85	1422
88	1420
90	1423
87	1425

317	1419
326	1428
325	1432
317	1430

1902	1419
1907	1419

1858	1416
1862	1416
1870	1428
1865	1436
1858	1432
1855	1421

715	1418
722	1416
727	1422
720	1427

581	1412
587	1413
586	1410

299	1405
302	1408
297	1412
295	1409

248	1406
253	1400
263	1400
266	1403
256	1410

176	1407
187	1400
192	1400
198	1416
193	1420
188	1413
180	1415

348	1398
354	1403
349	1412
342	1416
340	1413
343	1401

1968	1396
1971	1399
1966	1405
1965	1399

1902	1397
1903	1400
1895	1411
1885	1409
1874	1419
1869	1416
1867	1406
1870	1403
1887	1400
1892	1392

154	1399
149	1404
133	1407
126	1402
128	1398
135	1399
144	1392

762	1390
767	1393
764	1402
755	1398

616	1390
637	1406
636	1414
626	1418
637	1426
625	1436
621	1433
620	1423
614	1414
615	1407
610	1400
611	1394

1793	1390
1796	1389
1797	1392
1794	1393

1219	1388
1226	1394
1226	1402
1222	1408
1216	1400

286	1395
290	1388
298	1391
290	1398

272	1387
276	1388
279	1398
285	1401
283	1408
270	1392

329	1385
332	1388
330	1391
326	1388

75	1384
80	1388
77	1392
73	1388

246	1383
250	1382
255	1389
251	1392

1624	1378
1627	1382
1618	1391
1610	1388

145	1378
149	1382
147	1385
143	1383

1577	1385
1584	1376
1601	1383
1595	1388
1581	1389

836	1379
839	1376
843	1378
841	1382

99	1375
106	1375
109	1378
104	1390
94	1381

227	1370
230	1368
232	1371
229	1373

339	1365
354	1369
350	1376
350	1390
346	1394
331	1374

1978	1364
1987	1369
1987	1378
1984	1381
1979	1380
1974	1368

207	1364
215	1370
217	1378
224	1381
222	1384
212	1385
205	1380

265	1367
268	1363
276	1366
271	1371

666	1358
672	1361
673	1369
669	1373
660	1367

1470	1358
1491	1357
1498	1367
1498	1380
1494	1382
1486	1371
1475	1365

576	1356
580	1357

1565	1350
1570	1347
1574	1351
1568	1354

334	1350
336	1347
340	1349
337	1352

179	1347
183	1345
187	1350
182	1351

220	1344
225	1347
222	1355
216	1350

125	1344
130	1342
132	1346
127	1348

575	1339
578	1346
573	1351
569	1345

1467	1340
1472	1338
1474	1342
1471	1345

1942	1339
1946	1338

83	1339
89	1338
87	1342

72	1338
76	1337
79	1342
76	1344

1588	1336
1591	1342
1584	1349
1578	1342

98	1334
101	1337
100	1344
95	1340

1875	1334
1876	1337
1867	1343
1864	1340

306	1326
310	1329

1448	1320
1452	1326
1444	1332
1440	1327

187	1321
187	1327
177	1338
172	1323
175	1320

10	1321
15	1318
18	1323
13	1325

677	1316
681	1320
679	1324
676	1321

1619	1313
1626	1320
1626	1324
1617	1328
1613	1317

631	1312
636	1317
633	1324
628	1319

319	1314
324	1312
326	1317
321	1319

28	1320
34	1322
41	1314
49	1311
53	1323
44	1327
62	1334
58	1346
54	1350
42	1338
35	1337
26	1323

304	1310
307	1313
304	1321
300	1316

1907	1308
1914	1316
1912	1319
1904	1311

1341	1308
1343	1315
1336	1323
1334	1317

219	1310
213	1322
196	1325
209	1307

97	1301
112	1301
115	1304
114	1313
109	1317
105	1307

32	1299
33	1303
30	1304

353	1295
357	1300
348	1306
346	1299

1304	1300
1291	1317
1268	1317
1264	1314
1261	1303
1264	1298
1277	1299
1288	1294
