width 2448
height 1920

2299	1906
2302	1907

2214	1902
2218	1903

1485	1902
1490	1901
1491	1904
1486	1905

1984	1900

1981	1900
1984	1900

1307	1902
1309	1908
1320	1910
1321	1906
1311	1900

2141	1899
2144	1900

2093	1897
2096	1898

1982	1897
1986	1898

1232	1897
1233	1899

2428	1894
2430	1895

1212	1894
1215	1893
1216	1896
1213	1897

1157	1893
1173	1893
1174	1896
1163	1903

2025	1892
2029	1893
2027	1895

1102	1892
1118	1891
1119	1894
1103	1895

1948	1891
1951	1890
1954	1895
1951	1896

2223	1890
2232	1889
2233	1892
2224	1893

1038	1889
1042	1888
1043	1891
1039	1892

728	1888
729	1891
733	1890

901	1887
907	1891
911	1889

668	1884
668	1888

2316	1883
2319	1885

1929	1881
1933	1881

2207	1880
2211	1879

2434	1873
2438	1878
2435	1882
2431	1878

2151	1874
2154	1876

2117	1873
2120	1872
2121	1875

547	1872
553	1872
554	1875
548	1875

1917	1871

590	1869
594	1868
595	1871
591	1872

611	1868

421	1869
430	1868
425	1873

599	1867
604	1869
601	1870

2312	1867
2317	1866
2315	1869

1953	1866
1956	1868

2419	1868
2412	1876
2396	1875
2410	1864

2391	1864
2393	1868
2384	1878
2381	1872

2349	1862
2354	1867
2350	1879
2343	1874
2344	1867

684	1861
692	1863
690	1872
683	1868

604	1862
611	1867
604	1865

2189	1860
2195	1870
2191	1875
2181	1877
2181	1868

2380	1861
2385	1861

757	1860
760	1860

2138	1858

2114	1858
2117	1859

2073	1859
2077	1856
2080	1860
2075	1862

1978	1858
1981	1856
1983	1860
1980	1861

566	1857
569	1858

2256	1855
2261	1858
2258	1864
2253	1860

2208	1855
2209	1860
2206	1859

621	1854
627	1858

342	1852
345	1848
351	1850
347	1853

1432	1847
1436	1846
1437	1849

783	1839
785	1843
781	1846
778	1841

529	1842
537	1839
541	1846
535	1850

2384	1839
2386	1840

2385	1844
2383	1859
2377	1853
1931	1853
1927	1858
1927	1864
1923	1857
1925	1842
1931	1848
2377	1848
2378	1845
2362	1846
2360	1843
2366	1838
2378	1839

1912	1838
1915	1841
1912	1844
1909	1841

598	1837
600	1844
592	1851
588	1851
583	1844
584	1841

566	1837
574	1843
578	1852
576	1854
570	1848
562	1847
