width 1600
height 1200

94	1190

97	1189

90	1188
91	1191

131	1184

85	1184
87	1187

140	1182
142	1187
139	1190
149	1188

105	1181
108	1188
109	1182

12	1181
10	1185

74	1180
76	1181

18	1182
19	1186
24	1183
26	1188
37	1186
37	1182
33	1180

1536	1179
1541	1178
1538	1181

1467	1167
1467	1185
1470	1188
1585	1188
1588	1185
1587	1165
1582	1169
1474	1169
1470	1165

96	941

964	856
959	859
962	864
966	860

1557	852
1557	855
1560	854

74	852
73	855
77	857

438	853
440	850
443	851
441	854

945	847
944	852

1135	845
1127	855
1129	863
1137	868
1142	862
1150	869
1154	865
1153	860
1149	856
1142	858
1140	847

94	845
90	847
88	858
95	854

1597	855
1593	859
1590	858
1588	847
1575	853
1574	862
1578	871
1584	865
1590	871
1596	870

1227	837
1231	841
1228	851
1219	844

105	837
103	855
107	858
110	856
109	839

1522	841
1515	857
1495	857
1497	848
1510	836
1515	835

1093	832
1097	842
1089	846
1085	838

1579	834
1586	840
1590	837
1588	832

135	831
138	836
133	840
129	835

839	824
845	828
847	834
843	840
828	835

1450	820
1453	823
1451	826
1448	823

1050	824
1054	820
1060	822
1055	827

326	820
335	825
335	829
328	834

483	820
486	820

222	820

804	820
808	820

547	819
551	820

344	818
347	821
345	827
341	824

342	818

312	816
319	819
316	826
309	823

788	817
786	824
778	823
771	829
767	825
774	816

753	815
759	820
758	830
752	829
749	825

714	817
719	815
730	827
727	833
713	824

136	815
152	825
153	831
149	836
144	832
144	828
136	823

498	814
505	828
495	838
492	824

279	815
281	814
284	819
281	820

75	819
80	814
84	815
82	821

479	814
475	827
481	828
484	832
481	835
463	836
467	820
472	815

1399	812
1410	812
1413	815
1406	824
1408	832
1405	835
1389	823
1390	818

523	810
526	815
526	829
519	834
514	824
516	816

1115	808
1117	811

406	807
408	815
399	818
397	812

161	807
164	809
162	836
158	841
154	835
157	824
155	813

217	807
220	808

159	805

4	804
7	803
8	806
5	808

1386	800
1388	810
1383	824
1383	838
1372	837
1368	830
1361	830
1359	834
1347	830
1340	832
1341	819
1359	823
1368	821
1371	818
1369	800

748	804
751	799
756	798
768	801
767	806
757	810

131	799
134	798
135	801

1403	797
1407	801
1400	804
1398	801

1208	810
1217	807
1223	799
1250	799
1271	819
1269	831
1259	831
1252	825
1256	814
1253	812
1248	821
1249	836
1243	845
1238	847
1234	842
1239	833
1236	820
1243	807
1239	804
