width 2448
height 1920

2327	1918

2339	1918
2346	1917
2342	1915

2314	1916
2307	1910
2298	1914
2296	1918

2046	1911
2048	1909
2050	1912

2064	1907
2069	1911
2068	1916
2062	1913

1503	1907
1506	1908

1942	1903
1946	1904
1948	1914
1941	1909

2446	1903
2446	1907

2214	1902

2066	1899
2070	1902
2067	1906
2063	1904

2288	1899
2288	1903
2294	1906
2294	1902

2046	1898
2048	1901
2045	1903
2043	1901

2138	1906
2143	1897
2156	1901
2152	1909

2107	1904
2111	1897
2124	1900
2122	1904
2114	1906

2096	1897
2098	1903
2092	1907
2088	1903

1985	1894
1989	1899
1984	1905
1979	1899

2430	1894

2428	1894
2430	1895

2029	1892
2022	1900
2015	1901
2011	1897
2014	1892

2223	1890
2229	1887
2233	1892
2224	1893

1945	1887
1954	1893
1948	1900
1942	1893

1681	1886
1684	1889
1679	1894
1676	1889

2418	1885
2421	1884
2422	1887
2419	1888

1925	1881
1928	1881

2030	1880
2034	1879
2033	1882

1325	1878
1327	1882
1323	1887
1319	1882

2207	1872
2212	1876
2210	1881
2203	1876

2116	1871
2118	1870
2121	1875
2119	1876

611	1870
615	1870

1921	1868
1924	1871
1921	1874
1918	1872

895	1869
899	1869

2445	1868
2442	1871
2446	1874

611	1868

1685	1866
1690	1866

1493	1865
1497	1863
1499	1867
1494	1869

2198	1861
2194	1863
2197	1865

753	1866
756	1860
763	1864
759	1869

629	1860
632	1860

457	1860
460	1859
461	1862

2310	1859
2307	1860
2309	1862

2006	1867
2010	1858
2023	1865
2020	1868
2014	1865
2010	1869

1360	1858
1365	1862
1362	1867
1356	1864

2115	1856
2119	1860
2116	1869
2111	1862

2049	1856
2054	1858
2052	1873
2043	1865

2217	1871
2222	1864
2219	1859
2221	1855
2261	1855
2271	1866
2269	1871
2254	1865
2244	1870
2246	1879
2243	1881
2227	1879
2224	1873

2177	1869
2182	1855
2210	1858
2209	1866
2194	1878
2189	1875
2180	1876

2140	1856
2154	1855
2157	1858
2156	1875
2150	1876
2151	1868
2143	1859
2138	1858

2088	1857
2092	1855
2094	1858
2090	1860

2082	1855
2085	1858
2083	1863
2077	1866
2071	1864
2075	1856

1971	1864
1976	1855
2001	1857
2000	1860
1992	1861
1984	1867
1974	1867

623	1856
626	1857

778	1856
781	1854
784	1859
780	1860

648	1852
652	1855
649	1860
644	1856

2446	1852
2446	1858

339	1849
347	1847
351	1850
343	1853

386	1846
390	1848
387	1854
384	1852

922	1844
927	1842
931	1847
925	1849

1021	1842
1024	1844

807	1842
806	1845
799	1845
800	1842

2143	1844
2146	1840
2151	1843
2148	1846

2248	1841
2252	1839
2255	1842
2250	1845

234	1841
241	1838
246	1846
239	1849

2183	1840
2186	1837
2192	1838
2189	1843

826	1836
827	1842
820	1846
819	1839

1913	1835
1918	1843
1908	1855
1904	1847
1898	1848
1896	1845

2127	1834
2129	1840
2120	1842
2120	1838

1417	1836
1419	1834
1421	1837

781	1833
788	1839
786	1848
780	1847
776	1842

724	1832
731	1839
722	1847
719	1841

1459	1836
1457	1840
1449	1841
1437	1849
1430	1845
1433	1840
1439	1840
1454	1831

852	1837
855	1831
861	1835
855	1839

114	1834
121	1831
134	1837
137	1843
133	1846
126	1840
117	1840

1875	1830
1881	1835
1877	1848
1870	1836

580	1831
576	1833
578	1837
581	1835

402	1834
413	1830
419	1837
413	1842
406	1842
402	1839

2385	1844
2383	1859
2377	1853
1931	1853
1927	1859
1933	1855
1955	1855
1959	1860
1954	1869
1952	1863
1947	1860
1927	1864
1923	1857
1925	1842
1931	1848
2377	1848
2378	1845
2356	1846
2352	1843
2368	1829
2372	1829

2	1830

671	1828
675	1830
683	1846
678	1852
673	1849
675	1841
670	1833

1389	1828
1393	1827
1394	1830
1390	1832

1377	1826
1382	1830
1378	1840
1374	1837

1725	1825
1731	1828
1730	1837
1727	1841
1721	1841
1718	1832

224	1830
220	1838
213	1836
205	1841
192	1832
197	1826
206	1831
215	1825

1743	1824
1749	1825
1755	1834
1747	1848
1745	1843
1749	1837
1742	1831

1443	1825
